fromaccount,toaccount,syscode,timestamp,amount
B39435,1000091,19,2014-09-01 18:05:15,30
B39435,1000091,19,2014-09-01 18:10:47,76
D72189,1000091,19,2014-09-01 18:10:49,4
C34392,1000091,19,2014-09-01 18:11:39,78
D43006,1000091,19,2014-09-01 18:12:06,8
A67944,1000091,19,2014-09-01 18:12:08,48
B48781,1000091,19,2014-09-01 18:12:16,170
E63533,1000091,19,2014-09-01 18:12:56,178
A68037,1000091,19,2014-09-01 18:13:26,22
A76711,1000091,19,2014-09-01 18:13:42,200
C73892,1000091,19,2014-09-01 18:13:52,156
B79753,1000091,19,2014-09-01 18:14:03,48
E62995,1000091,19,2014-09-01 18:14:13,28
C78489,1000091,19,2014-09-01 18:14:23,172
B39435,1000091,19,2014-09-01 18:14:41,30
D43006,1000091,19,2014-09-01 18:15:06,14
B67514,1000091,19,2014-09-01 18:15:09,108
A68037,1000091,19,2014-09-01 18:15:26,10
C38178,1000091,19,2014-09-01 18:16:15,2
B65527,1000091,19,2014-09-01 18:16:22,18
A70647,1000091,19,2014-09-01 18:16:23,36
B75881,1000091,19,2014-09-01 18:16:30,10
C78383,1000091,19,2014-09-01 18:16:50,102
E62995,1000091,19,2014-09-01 18:17:14,32
A47438,1000091,19,2014-09-01 18:17:16,118
C70626,1000091,19,2014-09-01 18:17:42,32
E45277,1000091,19,2014-09-01 18:17:43,200
A68037,1000091,19,2014-09-01 18:17:46,18
D48235,1000091,19,2014-09-01 18:18:47,18
E62995,1000091,19,2014-09-01 18:18:54,20
E27825,1000091,19,2014-09-01 18:19:12,42
B75881,1000091,19,2014-09-01 18:19:19,20
E63533,1000091,19,2014-09-01 18:19:19,82
A67944,1000091,19,2014-09-01 18:19:32,84
B65527,1000091,19,2014-09-01 18:19:50,30
E22108,1000091,19,2014-09-01 18:20:10,162
D43006,1000091,19,2014-09-01 18:20:10,46
E73684,1000091,19,2014-09-01 18:20:29,200
D73422,1000091,19,2014-09-01 18:20:54,200
D57094,1000091,19,2014-09-01 18:21:11,92
C70626,1000091,19,2014-09-01 18:21:18,30
E45277,1000091,19,2014-09-01 18:21:26,68
D72189,1000091,19,2014-09-01 18:21:33,200
D48235,1000091,19,2014-09-01 18:21:35,36
A76711,1000091,19,2014-09-01 18:21:36,154
