fromaccount,toaccount,syscode,timestamp,amount
D24267,1000137,26,2014-09-01 09:28:14,75
E61297,1000137,26,2014-09-01 10:12:48,15
E67962,1000137,26,2014-09-01 10:42:35,75
E67962,1000137,26,2014-09-01 10:43:21,150
E67962,1000137,26,2014-09-01 10:43:28,120
E67962,1000137,26,2014-09-01 10:43:31,105
E66014,1000137,26,2014-09-02 13:02:21,60
D24267,1000137,26,2014-09-02 13:33:50,45
D24267,1000137,26,2014-09-02 13:33:54,15
D24267,1000137,26,2014-09-02 13:34:18,15
E77179,1000137,26,2014-09-02 14:35:21,315
D24267,1000137,26,2014-09-02 21:23:03,60
