fromaccount,toaccount,syscode,timestamp,amount
E53837,1000015,99,2014-09-01 10:33:30,1560
C64757,1000015,99,2014-09-01 10:33:31,640
D77926,1000015,99,2014-09-01 10:33:39,766
C64757,1000015,99,2014-09-01 10:33:40,744
C41467,1000015,99,2014-09-01 10:33:40,866
A45792,1000015,99,2014-09-01 10:33:42,1166
B68174,1000015,99,2014-09-01 10:33:46,644
E72999,1000015,99,2014-09-01 10:33:47,766
A58997,1000015,99,2014-09-01 10:34:35,766
E77630,1000015,99,2014-09-01 10:34:43,922
B47675,1000015,99,2014-09-01 10:34:44,940
E77232,1000015,99,2014-09-01 10:34:44,1766
A61595,1000015,99,2014-09-01 10:34:48,722
A72832,1000015,99,2014-09-01 10:34:49,920
E48721,1000015,99,2014-09-01 10:34:49,722
E70848,1000015,99,2014-09-01 10:34:51,772
C78813,1000015,99,2014-09-01 10:34:53,572
D60539,1000015,99,2014-09-01 10:34:54,766
A72832,1000015,99,2014-09-01 10:35:00,820
A61082,1000015,99,2014-09-01 10:35:02,722
D41095,1000015,99,2014-09-01 10:35:47,622
E74909,1000015,99,2014-09-01 10:35:47,540
D32984,1000015,99,2014-09-01 10:35:50,822
C46296,1000015,99,2014-09-01 10:35:52,1166
A77180,1000015,99,2014-09-01 10:35:53,1016
E57658,1000015,99,2014-09-01 10:35:56,1240
B34479,1000015,99,2014-09-01 10:35:57,522
D70303,1000015,99,2014-09-01 10:35:57,744
E76164,1000015,99,2014-09-01 10:36:00,644
A66129,1000015,99,2014-09-01 10:36:05,840
B74146,1000015,99,2014-09-01 10:36:05,922
A40950,1000015,99,2014-09-01 10:36:06,842
C50975,1000015,99,2014-09-01 10:36:08,944
E76164,1000015,99,2014-09-01 10:36:10,22
E74848,1000015,99,2014-09-01 10:36:10,522
E71664,1000015,99,2014-09-01 10:36:11,722
A72411,1000015,99,2014-09-01 10:36:14,622
D53113,1000015,99,2014-09-01 10:37:06,622
E72290,1000015,99,2014-09-01 10:37:08,1022
B78525,1000015,99,2014-09-01 10:37:08,744
D79383,1000015,99,2014-09-01 10:37:09,672
A76360,1000015,99,2014-09-01 10:37:09,666
D66393,1000015,99,2014-09-01 10:37:12,666
B40015,1000015,99,2014-09-01 10:37:12,720
B68135,1000015,99,2014-09-01 10:37:12,520
D71997,1000015,99,2014-09-01 10:37:13,820
C50453,1000015,99,2014-09-01 10:37:13,1266
A70465,1000015,99,2014-09-01 10:37:15,744
E79587,1000015,99,2014-09-01 10:37:17,744
E71578,1000015,99,2014-09-01 10:37:18,422
B39787,1000015,99,2014-09-01 10:37:23,644
C18426,1000015,99,2014-09-01 10:37:28,966
C65981,1000015,99,2014-09-01 10:38:16,722
A45480,1000015,99,2014-09-01 10:38:20,620
D50859,1000015,99,2014-09-01 10:38:22,1022
A74612,1000015,99,2014-09-01 10:38:22,966
E71578,1000015,99,2014-09-01 10:38:24,200
C50636,1000015,99,2014-09-01 10:38:28,1066
E75782,1000015,99,2014-09-01 10:38:28,644
E77385,1000015,99,2014-09-01 10:38:29,1020
B69720,1000015,99,2014-09-01 10:38:29,720
C26847,1000015,99,2014-09-01 10:38:30,1160
