fromaccount,toaccount,syscode,timestamp,amount
E33842,1000216,38,2014-09-01 10:40:42,1390
E59635,1000216,38,2014-09-01 10:48:50,1190
B45018,1000216,38,2014-09-01 10:48:52,990
A78791,1000216,38,2014-09-01 10:55:24,990
B57849,1000216,38,2014-09-01 10:56:49,1140
D75006,1000216,38,2014-09-01 10:56:57,1140
E79150,1000216,38,2014-09-01 10:59:41,1980
D45720,1000216,38,2014-09-01 11:07:35,990
A56132,1000216,38,2014-09-01 11:08:40,2580
C60851,1000216,38,2014-09-01 11:08:44,1540
A68366,1000216,38,2014-09-01 11:09:42,990
A77456,1000216,38,2014-09-01 11:09:58,990
B45451,1000216,38,2014-09-01 11:10:02,990
B74235,1000216,38,2014-09-01 11:10:06,990
A48288,1000216,38,2014-09-01 11:11:14,1190
C30266,1000216,38,2014-09-01 11:11:20,900
D45232,1000216,38,2014-09-01 11:11:31,900
B64684,1000216,38,2014-09-01 11:11:32,990
B78061,1000216,38,2014-09-01 11:12:37,1050
C65221,1000216,38,2014-09-01 11:12:43,990
A78270,1000216,38,2014-09-01 11:14:09,990
E65429,1000216,38,2014-09-01 11:15:22,990
D12846,1000216,38,2014-09-01 11:16:27,990
BB5879,1000216,38,2014-09-01 11:16:28,990
C39887,1000216,38,2014-09-01 11:17:50,1090
D42175,1000216,38,2014-09-01 11:17:52,990
C41035,1000216,38,2014-09-01 11:19:11,1390
C68560,1000216,38,2014-09-01 11:19:12,1290
A75662,1000216,38,2014-09-01 11:19:24,990
E39069,1000216,38,2014-09-01 11:20:25,900
A23095,1000216,38,2014-09-01 11:20:36,990
A68435,1000216,38,2014-09-01 11:21:51,1190
C58342,1000216,38,2014-09-01 11:21:56,900
C70722,1000216,38,2014-09-01 11:23:07,1290
B58479,1000216,38,2014-09-01 11:23:32,1190
E23143,1000216,38,2014-09-01 11:24:31,990
E46869,1000216,38,2014-09-01 11:24:35,990
C58593,1000216,38,2014-09-01 11:24:48,1240
D70859,1000216,38,2014-09-01 11:25:57,1290
E71154,1000216,38,2014-09-01 11:26:04,1190
D66783,1000216,38,2014-09-01 11:26:05,1290
C71688,1000216,38,2014-09-01 11:26:16,1190
E43621,1000216,38,2014-09-01 11:26:21,900
C42672,1000216,38,2014-09-01 11:27:15,1140
D18957,1000216,38,2014-09-01 11:27:28,1140
B48716,1000216,38,2014-09-01 11:28:54,1140
C76809,1000216,38,2014-09-01 11:28:58,990
B34584,1000216,38,2014-09-01 11:29:08,990
D69494,1000216,38,2014-09-01 11:29:12,1140
A58323,1000216,38,2014-09-01 11:30:24,1190
E27673,1000216,38,2014-09-01 11:30:29,900
A35948,1000216,38,2014-09-01 11:31:58,990
C48205,1000216,38,2014-09-01 11:32:03,990
C75419,1000216,38,2014-09-01 11:32:04,990
B73640,1000216,38,2014-09-01 11:32:10,990
C75419,1000216,38,2014-09-01 11:32:17,1290
C62600,1000216,38,2014-09-01 11:32:22,1190
B53631,1000216,38,2014-09-01 11:33:13,990
C59623,1000216,38,2014-09-01 11:33:15,990
A72270,1000216,38,2014-09-01 11:33:33,1290
C23488,1000216,38,2014-09-01 11:33:38,1090
D79531,1000216,38,2014-09-01 11:33:39,1140
A43531,1000216,38,2014-09-01 11:34:28,1290
C15794,1000216,38,2014-09-01 11:34:36,990
C45803,1000216,38,2014-09-01 11:34:43,990
B45759,1000216,38,2014-09-01 11:34:55,1190
C61556,1000216,38,2014-09-01 11:36:03,990
C77486,1000216,38,2014-09-01 11:36:07,900
D52831,1000216,38,2014-09-01 11:36:09,1240
D67414,1000216,38,2014-09-01 11:37:13,2380
B59916,1000216,38,2014-09-01 11:37:33,1140
B25681,1000216,38,2014-09-01 11:37:38,990
E40416,1000216,38,2014-09-01 11:37:39,1190
B68646,1000216,38,2014-09-01 11:38:33,990
E49205,1000216,38,2014-09-01 11:39:55,990
B62931,1000216,38,2014-09-01 11:39:59,990
E49205,1000216,38,2014-09-01 11:40:05,1090
B62931,1000216,38,2014-09-01 11:41:11,990
E78429,1000216,38,2014-09-01 11:41:16,990
B73604,1000216,38,2014-09-01 11:41:23,1090
C66424,1000216,38,2014-09-01 11:42:21,1090
A60886,1000216,38,2014-09-01 11:42:40,990
E20346,1000216,38,2014-09-01 11:43:50,990
D38863,1000216,38,2014-09-01 11:43:53,1140
E33639,1000216,38,2014-09-01 11:44:59,1290
A21108,1000216,38,2014-09-01 11:45:13,1090
E21021,1000216,38,2014-09-01 11:45:17,1090
D71202,1000216,38,2014-09-01 11:47:48,1190
C67173,1000216,38,2014-09-01 11:47:53,1190
C78385,1000216,38,2014-09-01 11:47:56,1340
D56185,1000216,38,2014-09-01 11:48:00,900
A48882,1000216,38,2014-09-01 11:48:52,1240
E62583,1000216,38,2014-09-01 11:50:10,1190
B57901,1000216,38,2014-09-01 11:50:15,1090
D55764,1000216,38,2014-09-01 11:50:18,1050
B58680,1000216,38,2014-09-01 11:50:29,1090
B59052,1000216,38,2014-09-01 11:51:13,1240
E72725,1000216,38,2014-09-01 11:51:24,900
D46623,1000216,38,2014-09-01 11:51:36,1190
D61550,1000216,38,2014-09-01 11:52:41,1090
D54769,1000216,38,2014-09-01 11:52:45,1090
D39077,1000216,38,2014-09-01 11:53:45,1190
A33519,1000216,38,2014-09-01 11:53:46,1190
A41868,1000216,38,2014-09-01 11:55:02,1090
C77480,1000216,38,2014-09-01 11:57:24,1190
C34020,1000216,38,2014-09-01 11:58:53,1190
E76275,1000216,38,2014-09-01 11:59:51,1190
E43684,1000216,38,2014-09-01 11:59:59,1090
E77961,1000216,38,2014-09-01 12:01:16,1000
C73070,1000216,38,2014-09-01 16:20:46,1140
C78385,1000216,38,2014-09-01 16:23:36,990
A30564,1000216,38,2014-09-01 16:28:47,990
B24070,1000216,38,2014-09-01 16:50:50,1140
