fromaccount,toaccount,syscode,timestamp,amount
B17186,1000056,38,2014-09-01 10:42:06,464
A50761,1000056,38,2014-09-01 10:50:00,566
A50761,1000056,38,2014-09-01 10:50:03,766
A57784,1000056,38,2014-09-01 10:52:27,544
E76611,1000056,38,2014-09-01 10:52:29,866
A69378,1000056,38,2014-09-01 10:56:42,666
C57976,1000056,38,2014-09-01 10:56:59,300
C59973,1000056,38,2014-09-01 10:58:07,544
B51148,1000056,38,2014-09-01 10:58:08,566
D41686,1000056,38,2014-09-01 10:59:23,766
D65824,1000056,38,2014-09-01 11:02:29,1066
D65417,1000056,38,2014-09-01 11:02:33,466
C31899,1000056,38,2014-09-01 11:03:35,944
C63946,1000056,38,2014-09-01 11:03:38,644
E52632,1000056,38,2014-09-01 11:03:39,366
D48011,1000056,38,2014-09-01 11:03:49,866
D28218,1000056,38,2014-09-01 11:03:50,666
D53143,1000056,38,2014-09-01 11:03:52,966
B45729,1000056,38,2014-09-01 11:06:25,666
C76017,1000056,38,2014-09-01 11:08:45,300
B29124,1000056,38,2014-09-01 11:08:48,844
C57736,1000056,38,2014-09-01 11:09:49,966
A21870,1000056,38,2014-09-01 11:09:54,866
B55890,1000056,38,2014-09-01 11:09:58,522
E65818,1000056,38,2014-09-01 11:10:00,666
C51311,1000056,38,2014-09-01 11:10:08,1066
D44035,1000056,38,2014-09-01 11:10:16,766
E36873,1000056,38,2014-09-01 11:11:11,666
A77641,1000056,38,2014-09-01 11:11:12,666
B18469,1000056,38,2014-09-01 11:11:26,766
C79627,1000056,38,2014-09-01 11:11:27,966
B31131,1000056,38,2014-09-01 11:11:28,666
D62496,1000056,38,2014-09-01 11:11:30,622
B41902,1000056,38,2014-09-01 11:12:30,866
C69281,1000056,38,2014-09-01 11:12:33,766
A34269,1000056,38,2014-09-01 11:12:41,860
D57335,1000056,38,2014-09-01 11:12:50,366
DBA207,1000056,38,2014-09-01 11:14:14,544
C36733,1000056,38,2014-09-01 11:14:19,588
B31857,1000056,38,2014-09-01 11:15:12,522
C42994,1000056,38,2014-09-01 11:15:19,644
A24084,1000056,38,2014-09-01 11:16:23,522
B60400,1000056,38,2014-09-01 11:16:31,566
C37408,1000056,38,2014-09-01 11:16:31,366
B63309,1000056,38,2014-09-01 11:16:44,366
C71302,1000056,38,2014-09-01 11:17:47,722
D76092,1000056,38,2014-09-01 11:17:49,644
E74272,1000056,38,2014-09-01 11:18:54,688
B73930,1000056,38,2014-09-01 11:19:00,666
C51444,1000056,38,2014-09-01 11:19:02,766
B41251,1000056,38,2014-09-01 11:19:23,766
E61537,1000056,38,2014-09-01 11:20:22,722
E46769,1000056,38,2014-09-01 11:20:28,566
D44199,1000056,38,2014-09-01 11:20:31,1100
A55641,1000056,38,2014-09-01 11:20:43,744
D61891,1000056,38,2014-09-01 11:21:35,566
A13796,1000056,38,2014-09-01 11:21:35,800
E52022,1000056,38,2014-09-01 11:21:46,566
D58265,1000056,38,2014-09-01 11:21:57,666
E69116,1000056,38,2014-09-01 11:22:00,588
A73063,1000056,38,2014-09-01 11:22:07,600
D35949,1000056,38,2014-09-01 11:24:31,766
C36830,1000056,38,2014-09-01 11:24:33,1166
C49442,1000056,38,2014-09-01 11:24:33,666
E67790,1000056,38,2014-09-01 11:24:44,766
D35949,1000056,38,2014-09-01 11:24:51,966
A48222,1000056,38,2014-09-01 11:25:54,1066
A64011,1000056,38,2014-09-01 11:26:14,666
E66248,1000056,38,2014-09-01 11:27:17,1066
A41801,1000056,38,2014-09-01 11:27:17,700
D78394,1000056,38,2014-09-01 11:28:45,766
C67992,1000056,38,2014-09-01 11:28:49,666
B66025,1000056,38,2014-09-01 11:28:53,566
A73217,1000056,38,2014-09-01 11:28:57,966
B26110,1000056,38,2014-09-01 11:29:01,566
A73217,1000056,38,2014-09-01 11:29:10,966
A59665,1000056,38,2014-09-01 11:29:11,866
A28265,1000056,38,2014-09-01 11:30:26,866
E74177,1000056,38,2014-09-01 11:32:06,588
A42156,1000056,38,2014-09-01 11:33:24,666
C15481,1000056,38,2014-09-01 11:33:28,366
C64327,1000056,38,2014-09-01 11:33:29,600
A45487,1000056,38,2014-09-01 11:34:35,622
A69845,1000056,38,2014-09-01 11:34:42,444
E29042,1000056,38,2014-09-01 11:34:57,666
E74972,1000056,38,2014-09-01 11:36:15,666
B63978,1000056,38,2014-09-01 11:37:17,966
C12573,1000056,38,2014-09-01 11:37:33,866
B23782,1000056,38,2014-09-01 11:38:33,966
B40533,1000056,38,2014-09-01 11:38:36,600
E32515,1000056,38,2014-09-01 11:38:37,966
D60338,1000056,38,2014-09-01 11:38:39,666
B40533,1000056,38,2014-09-01 11:38:47,900
B59929,1000056,38,2014-09-01 11:38:53,866
C73801,1000056,38,2014-09-01 11:39:40,866
D69932,1000056,38,2014-09-01 11:40:02,1066
C60401,1000056,38,2014-09-01 11:40:06,1166
D76244,1000056,38,2014-09-01 11:40:08,588
D69032,1000056,38,2014-09-01 11:41:03,566
D74312,1000056,38,2014-09-01 11:41:10,566
C63260,1000056,38,2014-09-01 11:41:19,744
E75948,1000056,38,2014-09-01 11:42:31,866
B49381,1000056,38,2014-09-01 11:42:37,744
D44802,1000056,38,2014-09-01 11:42:39,344
A66556,1000056,38,2014-09-01 11:42:41,566
A54341,1000056,38,2014-09-01 11:42:49,766
C59784,1000056,38,2014-09-01 11:43:39,766
C59784,1000056,38,2014-09-01 11:43:45,544
D36917,1000056,38,2014-09-01 11:43:56,566
C38095,1000056,38,2014-09-01 11:43:59,966
A38135,1000056,38,2014-09-01 11:45:19,666
B41064,1000056,38,2014-09-01 11:45:20,744
E62281,1000056,38,2014-09-01 11:45:32,966
E52744,1000056,38,2014-09-01 11:46:34,866
C74790,1000056,38,2014-09-01 11:46:35,666
B65659,1000056,38,2014-09-01 11:46:37,566
C44581,1000056,38,2014-09-01 11:46:46,966
B35478,1000056,38,2014-09-01 11:47:46,666
E54464,1000056,38,2014-09-01 11:47:50,544
C54456,1000056,38,2014-09-01 11:47:51,666
