fromaccount,toaccount,syscode,timestamp,amount
D62431,1000178,37,2014-09-01 10:40:44,722
A77535,1000178,37,2014-09-01 10:42:07,766
A77535,1000178,37,2014-09-01 10:43:06,350
D79538,1000178,37,2014-09-01 10:43:10,766
D59062,1000178,37,2014-09-01 10:43:19,666
E46464,1000178,37,2014-09-01 10:46:24,744
B45412,1000178,37,2014-09-01 10:46:33,766
A21066,1000178,37,2014-09-01 10:46:40,544
D53541,1000178,37,2014-09-01 10:46:42,944
E54484,1000178,37,2014-09-01 10:47:30,766
E54484,1000178,37,2014-09-01 10:47:34,666
A76905,1000178,37,2014-09-01 10:48:43,566
E53591,1000178,37,2014-09-01 10:48:57,522
E41125,1000178,37,2014-09-01 10:50:03,644
E79402,1000178,37,2014-09-01 10:51:24,966
A31450,1000178,37,2014-09-01 10:51:32,766
B68811,1000178,37,2014-09-01 10:52:27,866
B57985,1000178,37,2014-09-01 10:53:43,840
D68379,1000178,37,2014-09-01 10:53:46,866
C35736,1000178,37,2014-09-01 10:53:52,666
C35736,1000178,37,2014-09-01 10:54:04,566
B68811,1000178,37,2014-09-01 10:55:22,22
D78766,1000178,37,2014-09-01 10:56:26,644
DD8195,1000178,37,2014-09-01 10:56:31,766
A69648,1000178,37,2014-09-01 10:56:38,466
B62368,1000178,37,2014-09-01 10:56:44,966
D58620,1000178,37,2014-09-01 10:56:48,666
A70865,1000178,37,2014-09-01 10:56:49,766
A42920,1000178,37,2014-09-01 10:56:53,966
A50568,1000178,37,2014-09-01 10:57:51,566
B53242,1000178,37,2014-09-01 10:57:52,566
A65556,1000178,37,2014-09-01 10:57:59,644
D57758,1000178,37,2014-09-01 10:58:01,666
A76905,1000178,37,2014-09-01 10:58:05,350
C61691,1000178,37,2014-09-01 10:58:05,666
C47650,1000178,37,2014-09-01 10:58:07,566
B60234,1000178,37,2014-09-01 10:58:08,666
A62723,1000178,37,2014-09-01 10:58:14,922
C63030,1000178,37,2014-09-01 10:58:14,966
D52179,1000178,37,2014-09-01 10:58:15,660
A70592,1000178,37,2014-09-01 10:58:20,644
C61691,1000178,37,2014-09-01 10:58:24,544
A17198,1000178,37,2014-09-01 10:59:18,566
E26035,1000178,37,2014-09-01 10:59:18,844
D74573,1000178,37,2014-09-01 10:59:31,566
C79384,1000178,37,2014-09-01 10:59:33,666
C26121,1000178,37,2014-09-01 10:59:35,666
E57756,1000178,37,2014-09-01 11:00:39,766
E67915,1000178,37,2014-09-01 11:00:49,744
E18956,1000178,37,2014-09-01 11:00:50,766
A69957,1000178,37,2014-09-01 11:01:02,866
A69957,1000178,37,2014-09-01 11:01:05,788
A67540,1000178,37,2014-09-01 11:01:13,966
D35122,1000178,37,2014-09-01 11:01:13,686
A66681,1000178,37,2014-09-01 11:01:14,622
A66681,1000178,37,2014-09-01 11:02:10,564
C52072,1000178,37,2014-09-01 11:02:16,922
E28061,1000178,37,2014-09-01 11:02:31,544
E65409,1000178,37,2014-09-01 11:02:33,644
A54746,1000178,37,2014-09-01 11:03:33,766
A70785,1000178,37,2014-09-01 11:03:37,566
D41043,1000178,37,2014-09-01 11:03:43,666
D54865,1000178,37,2014-09-01 11:03:46,744
D61201,1000178,37,2014-09-01 11:03:48,866
C50601,1000178,37,2014-09-01 11:04:52,766
C50763,1000178,37,2014-09-01 11:04:53,766
D71648,1000178,37,2014-09-01 11:04:55,544
C25305,1000178,37,2014-09-01 11:04:58,644
A70359,1000178,37,2014-09-01 11:05:00,766
E64253,1000178,37,2014-09-01 11:05:02,544
D68235,1000178,37,2014-09-01 11:05:02,666
C26874,1000178,37,2014-09-01 11:05:05,666
C68129,1000178,37,2014-09-01 11:05:08,644
C42166,1000178,37,2014-09-01 11:05:08,786
E44323,1000178,37,2014-09-01 11:05:09,622
C68129,1000178,37,2014-09-01 11:05:56,666
A19665,1000178,37,2014-09-01 11:05:58,688
B36622,1000178,37,2014-09-01 11:06:07,866
D40767,1000178,37,2014-09-01 11:06:13,544
B68824,1000178,37,2014-09-01 11:06:14,722
A69289,1000178,37,2014-09-01 11:06:15,766
B55291,1000178,37,2014-09-01 11:06:16,666
D25127,1000178,37,2014-09-01 11:06:17,544
B68824,1000178,37,2014-09-01 11:06:17,744
D73935,1000178,37,2014-09-01 11:06:20,566
