fromaccount,toaccount,syscode,timestamp,amount
B60970,1000157,38,2014-09-01 11:59:52,4300
D28232,1000157,38,2014-09-01 17:19:07,3600
B23883,1000157,38,2014-09-01 18:20:28,10000
B23883,1000157,38,2014-09-01 19:07:55,1500
A16467,1000157,38,2014-09-02 12:28:03,2400
C17185,1000157,38,2014-09-02 12:28:08,2400
A29599,1000157,38,2014-09-02 12:28:19,2400
C17185,1000157,38,2014-09-02 12:30:22,2400
B53631,1000157,38,2014-09-02 13:37:22,2200
A58147,1000157,38,2014-09-02 17:23:56,13100
B69054,1000157,38,2014-09-02 18:08:23,2000
B69054,1000157,38,2014-09-02 19:04:56,1000
C20044,1000157,38,2014-09-02 19:08:06,3600
A52136,1000157,38,2014-09-02 19:34:16,3200
