fromaccount,toaccount,syscode,timestamp,amount
A52717,1000002,99,2014-09-01 10:01:36,672
B67131,1000002,99,2014-09-01 10:08:29,816
A62092,1000002,99,2014-09-01 10:33:31,944
A77525,1000002,99,2014-09-01 10:33:34,872
B55814,1000002,99,2014-09-01 10:33:36,572
A32011,1000002,99,2014-09-01 10:33:38,966
E44542,1000002,99,2014-09-01 10:33:38,466
C30700,1000002,99,2014-09-01 10:33:39,494
A64125,1000002,99,2014-09-01 10:33:42,1416
C43650,1000002,99,2014-09-01 10:33:42,866
B64099,1000002,99,2014-09-01 10:33:43,716
A64125,1000002,99,2014-09-01 10:33:45,1310
C78718,1000002,99,2014-09-01 10:34:38,916
D67453,1000002,99,2014-09-01 10:34:41,622
E31620,1000002,99,2014-09-01 10:34:41,1016
C67834,1000002,99,2014-09-01 10:34:43,966
C78672,1000002,99,2014-09-01 10:34:44,672
D55841,1000002,99,2014-09-01 10:34:45,966
C76419,1000002,99,2014-09-01 10:34:46,816
A71086,1000002,99,2014-09-01 10:34:47,1016
C78672,1000002,99,2014-09-01 10:34:48,694
A53433,1000002,99,2014-09-01 10:34:48,666
E69358,1000002,99,2014-09-01 10:34:48,1088
E31620,1000002,99,2014-09-01 10:34:49,966
A68333,1000002,99,2014-09-01 10:34:50,572
B21090,1000002,99,2014-09-01 10:34:51,966
D77462,1000002,99,2014-09-01 10:34:51,866
B75562,1000002,99,2014-09-01 10:34:53,1066
E56786,1000002,99,2014-09-01 10:34:53,616
A76310,1000002,99,2014-09-01 10:34:54,966
A71807,1000002,99,2014-09-01 10:34:55,622
D79597,1000002,99,2014-09-01 10:34:59,222
D79474,1000002,99,2014-09-01 10:35:50,572
D58502,1000002,99,2014-09-01 10:35:51,866
B36430,1000002,99,2014-09-01 10:35:51,716
D77319,1000002,99,2014-09-01 10:35:53,938
A55306,1000002,99,2014-09-01 10:35:54,916
A55306,1000002,99,2014-09-01 10:35:56,666
B75160,1000002,99,2014-09-01 10:35:58,622
A68126,1000002,99,2014-09-01 10:36:00,966
D58502,1000002,99,2014-09-01 10:36:02,566
B70887,1000002,99,2014-09-01 10:36:03,1166
B75595,1000002,99,2014-09-01 10:36:03,1066
D76770,1000002,99,2014-09-01 10:36:04,622
D55642,1000002,99,2014-09-01 10:36:05,816
E61391,1000002,99,2014-09-01 10:36:05,766
D61446,1000002,99,2014-09-01 10:36:07,966
C77052,1000002,99,2014-09-01 10:36:07,666
C56015,1000002,99,2014-09-01 10:36:08,466
A54269,1000002,99,2014-09-01 10:36:09,938
C39552,1000002,99,2014-09-01 10:36:09,694
D49798,1000002,99,2014-09-01 10:36:10,816
E68764,1000002,99,2014-09-01 10:36:10,872
C50592,1000002,99,2014-09-01 10:36:12,644
D55841,1000002,99,2014-09-01 10:36:57,1244
B77805,1000002,99,2014-09-01 10:37:01,1166
D23865,1000002,99,2014-09-01 10:37:04,966
C43650,1000002,99,2014-09-01 10:37:05,916
D78381,1000002,99,2014-09-01 10:37:06,594
A47103,1000002,99,2014-09-01 10:37:06,716
D44479,1000002,99,2014-09-01 10:37:07,494
