fromaccount,toaccount,syscode,timestamp,amount
A55467,1000184,38,2014-09-01 11:05:57,1180
E68085,1000184,38,2014-09-01 11:09:55,1450
B76330,1000184,38,2014-09-01 11:16:23,1050
E65404,1000184,38,2014-09-01 11:16:46,1100
D39960,1000184,38,2014-09-01 11:18:04,750
D68925,1000184,38,2014-09-01 11:19:17,1250
A73293,1000184,38,2014-09-01 11:20:39,2300
E18645,1000184,38,2014-09-01 11:23:10,1950
C47333,1000184,38,2014-09-01 11:34:53,1350
B34976,1000184,38,2014-09-01 11:37:28,850
D51422,1000184,38,2014-09-01 11:37:30,1100
A65204,1000184,38,2014-09-01 11:37:41,1450
C70345,1000184,38,2014-09-01 11:38:33,900
D52210,1000184,38,2014-09-01 11:38:40,950
B15557,1000184,38,2014-09-01 11:39:45,1050
B43870,1000184,38,2014-09-01 11:40:05,1000
C54967,1000184,38,2014-09-01 11:45:08,1000
E34567,1000184,38,2014-09-01 11:45:08,700
C12577,1000184,38,2014-09-01 11:52:23,1400
C12577,1000184,38,2014-09-01 11:52:29,1100
D72326,1000184,38,2014-09-01 11:53:57,1200
C72608,1000184,38,2014-09-01 12:04:33,950
C46635,1000184,38,2014-09-01 12:10:21,750
D51849,1000184,38,2014-09-01 12:25:03,750
C78916,1000184,38,2014-09-01 12:27:17,1300
A20700,1000184,38,2014-09-01 12:28:06,1100
B72119,1000184,38,2014-09-01 12:29:06,800
E33915,1000184,38,2014-09-01 12:30:15,750
B70570,1000184,38,2014-09-01 16:48:47,1350
C69281,1000184,38,2014-09-01 16:54:08,1000
B50405,1000184,38,2014-09-01 16:55:16,1850
E34659,1000184,38,2014-09-01 16:56:12,1050
C52847,1000184,38,2014-09-01 16:57:13,1150
B74932,1000184,38,2014-09-01 17:07:14,1000
E38806,1000184,38,2014-09-01 17:08:40,1550
A70382,1000184,38,2014-09-01 17:09:31,1350
C63030,1000184,38,2014-09-01 17:09:33,1500
E23737,1000184,38,2014-09-01 17:14:40,950
A40725,1000184,38,2014-09-01 17:15:35,1050
B34372,1000184,38,2014-09-01 17:20:22,1050
B34372,1000184,38,2014-09-01 17:20:37,100
C61691,1000184,38,2014-09-01 17:20:40,750
B18162,1000184,38,2014-09-01 17:22:44,800
B18162,1000184,38,2014-09-01 17:22:53,850
E75948,1000184,38,2014-09-01 17:27:47,1300
D63270,1000184,38,2014-09-01 17:27:50,1400
E67790,1000184,38,2014-09-01 17:29:01,900
B30032,1000184,38,2014-09-01 17:30:01,950
D32567,1000184,38,2014-09-01 17:30:05,1300
E27581,1000184,38,2014-09-01 17:31:26,800
D33187,1000184,38,2014-09-01 17:34:13,1100
C68929,1000184,38,2014-09-01 17:38:03,1650
A58799,1000184,38,2014-09-01 17:38:21,950
A58799,1000184,38,2014-09-01 17:39:13,800
E28777,1000184,38,2014-09-01 17:40:47,1200
A62688,1000184,38,2014-09-01 17:40:49,850
A62688,1000184,38,2014-09-01 17:41:47,700
A51288,1000184,38,2014-09-01 17:42:59,1400
E15266,1000184,38,2014-09-01 17:43:00,1100
A61486,1000184,38,2014-09-01 17:44:26,1500
E46465,1000184,38,2014-09-01 17:56:05,950
C68782,1000184,38,2014-09-01 17:56:09,800
C67986,1000184,38,2014-09-01 17:57:12,800
C67986,1000184,38,2014-09-01 17:57:33,50
E59955,1000184,38,2014-09-01 17:57:38,1000
C52070,1000184,38,2014-09-01 17:58:55,1000
D24399,1000184,38,2014-09-01 17:59:13,800
B33863,1000184,38,2014-09-01 18:01:41,1150
B33863,1000184,38,2014-09-01 18:02:56,1250
D58265,1000184,38,2014-09-01 18:06:46,900
B75940,1000184,38,2014-09-01 18:12:44,950
A50491,1000184,38,2014-09-01 18:14:09,1050
B42466,1000184,38,2014-09-01 18:16:10,2000
C39295,1000184,38,2014-09-01 18:22:24,1400
C38095,1000184,38,2014-09-01 18:23:43,900
E63664,1000184,38,2014-09-01 18:24:42,800
C24490,1000184,38,2014-09-01 18:25:36,1350
E73589,1000184,38,2014-09-01 18:31:55,1400
B13117,1000184,38,2014-09-01 18:33:53,850
C68450,1000184,38,2014-09-02 10:37:29,950
A56551,1000184,38,2014-09-02 10:38:36,1100
C43065,1000184,38,2014-09-02 10:44:33,1400
E69535,1000184,38,2014-09-02 10:59:35,1400
D27694,1000184,38,2014-09-02 11:05:18,1000
C36320,1000184,38,2014-09-02 11:24:50,950
C49849,1000184,38,2014-09-02 11:26:00,1350
A64011,1000184,38,2014-09-02 11:26:30,1100
E27473,1000184,38,2014-09-02 11:35:37,1650
D48118,1000184,38,2014-09-02 11:42:54,1000
D48118,1000184,38,2014-09-02 11:43:06,100
C33650,1000184,38,2014-09-02 11:54:14,800
A54808,1000184,38,2014-09-02 12:10:22,1100
B64101,1000184,38,2014-09-02 12:12:23,1150
A68850,1000184,38,2014-09-02 12:23:08,1200
C18381,1000184,38,2014-09-02 12:25:03,1200
E51834,1000184,38,2014-09-02 12:35:24,1550
D61624,1000184,38,2014-09-02 16:37:59,900
B13117,1000184,38,2014-09-02 16:50:05,750
A58943,1000184,38,2014-09-02 16:53:02,1050
A22946,1000184,38,2014-09-02 16:54:10,1200
E43837,1000184,38,2014-09-02 16:55:21,900
B31388,1000184,38,2014-09-02 16:55:22,900
E72233,1000184,38,2014-09-02 16:59:35,1500
B30995,1000184,38,2014-09-02 17:02:53,1400
D38762,1000184,38,2014-09-02 17:06:28,850
B78141,1000184,38,2014-09-02 17:08:46,1300
C78076,1000184,38,2014-09-02 17:09:58,1150
B48074,1000184,38,2014-09-02 17:13:44,1750
E26486,1000184,38,2014-09-02 17:13:51,1200
D51750,1000184,38,2014-09-02 17:14:20,1150
C36348,1000184,38,2014-09-02 17:15:13,1150
B13377,1000184,38,2014-09-02 17:16:45,1000
A57236,1000184,38,2014-09-02 17:17:39,1050
D69859,1000184,38,2014-09-02 17:21:23,800
B56237,1000184,38,2014-09-02 17:22:49,800
C61672,1000184,38,2014-09-02 17:25:05,900
C61672,1000184,38,2014-09-02 17:26:10,850
D65621,1000184,38,2014-09-02 17:26:30,2200
B59256,1000184,38,2014-09-02 17:27:40,700
A66556,1000184,38,2014-09-02 17:31:15,850
D23709,1000184,38,2014-09-02 17:37:55,900
D23709,1000184,38,2014-09-02 17:38:03,1100
C58457,1000184,38,2014-09-02 17:39:12,1000
