fromaccount,toaccount,syscode,timestamp,amount
D75796,1000093,20,2014-09-01 18:11:34,200
D47841,1000093,20,2014-09-01 18:12:02,6
E73986,1000093,20,2014-09-01 18:12:28,10
D72398,1000093,20,2014-09-01 18:12:30,2
A35583,1000093,20,2014-09-01 18:13:15,2
E57685,1000093,20,2014-09-01 18:13:16,200
E77481,1000093,20,2014-09-01 18:13:18,4
D73266,1000093,20,2014-09-01 18:13:32,2
D76713,1000093,20,2014-09-01 18:13:40,26
C52123,1000093,20,2014-09-01 18:13:59,18
C75744,1000093,20,2014-09-01 18:13:59,4
E52036,1000093,20,2014-09-01 18:14:04,12
A59058,1000093,20,2014-09-01 18:14:21,38
D63457,1000093,20,2014-09-01 18:14:26,200
A35583,1000093,20,2014-09-01 18:14:34,2
D72398,1000093,20,2014-09-01 18:14:35,40
D73266,1000093,20,2014-09-01 18:14:39,18
D63457,1000093,20,2014-09-01 18:14:42,46
E43983,1000093,20,2014-09-01 18:14:42,36
C61286,1000093,20,2014-09-01 18:14:55,200
C39734,1000093,20,2014-09-01 18:15:26,200
C77457,1000093,20,2014-09-01 18:15:34,2
B51545,1000093,20,2014-09-01 18:15:37,200
B78759,1000093,20,2014-09-01 18:15:53,60
D72398,1000093,20,2014-09-01 18:15:55,14
B49134,1000093,20,2014-09-01 18:16:03,200
E77481,1000093,20,2014-09-01 18:16:05,48
A35583,1000093,20,2014-09-01 18:16:06,24
C52123,1000093,20,2014-09-01 18:16:11,14
C73145,1000093,20,2014-09-01 18:16:16,6
A35583,1000093,20,2014-09-01 18:16:21,2
A46779,1000093,20,2014-09-01 18:16:27,200
D47841,1000093,20,2014-09-01 18:16:33,84
C75744,1000093,20,2014-09-01 18:16:36,2
D70789,1000093,20,2014-09-01 18:16:48,2
B77834,1000093,20,2014-09-01 18:17:09,2
B49134,1000093,20,2014-09-01 18:17:26,200
B49134,1000093,20,2014-09-01 18:17:34,16
A75552,1000093,20,2014-09-01 18:17:35,10
A76863,1000093,20,2014-09-01 18:17:38,92
C75744,1000093,20,2014-09-01 18:17:55,14
D72398,1000093,20,2014-09-01 18:18:01,14
C52123,1000093,20,2014-09-01 18:18:54,34
D76713,1000093,20,2014-09-01 18:19:04,106
A35583,1000093,20,2014-09-01 18:19:06,48
D63457,1000093,20,2014-09-01 18:19:25,200
D73266,1000093,20,2014-09-01 18:19:28,80
C75744,1000093,20,2014-09-01 18:19:31,6
B32763,1000093,20,2014-09-01 18:19:32,128
D46255,1000093,20,2014-09-01 18:19:33,200
B72649,1000093,20,2014-09-01 18:19:56,2
C75744,1000093,20,2014-09-01 18:19:57,10
C52123,1000093,20,2014-09-01 18:20:11,200
C51423,1000093,20,2014-09-01 18:20:13,64
D70789,1000093,20,2014-09-01 18:20:14,68
E60186,1000093,20,2014-09-01 18:20:22,38
A59058,1000093,20,2014-09-01 18:20:28,54
A75552,1000093,20,2014-09-01 18:20:48,58
B48731,1000093,20,2014-09-01 18:20:52,154
B45047,1000093,20,2014-09-01 18:20:54,200
B72649,1000093,20,2014-09-01 18:20:56,2
A76863,1000093,20,2014-09-01 18:21:18,38
