fromaccount,toaccount,syscode,timestamp,amount
E55925,1000001,30,2014-09-01 05:43:53,170
E70600,1000001,30,2014-09-01 05:45:46,250
C29843,1000001,30,2014-09-01 05:45:47,70
C29843,1000001,30,2014-09-01 05:46:01,60
E46324,1000001,30,2014-09-01 05:46:46,200
A34889,1000001,30,2014-09-01 05:46:49,200
E33870,1000001,30,2014-09-01 05:46:54,150
A34889,1000001,30,2014-09-01 05:46:54,100
E33870,1000001,30,2014-09-01 05:47:45,60
C78718,1000001,30,2014-09-01 05:47:45,60
D60202,1000001,30,2014-09-01 05:47:46,70
E71706,1000001,30,2014-09-01 05:47:47,200
E46324,1000001,30,2014-09-01 05:47:48,100
D78892,1000001,30,2014-09-01 05:47:48,340
A53114,1000001,30,2014-09-01 05:47:49,500
B67678,1000001,30,2014-09-01 05:47:50,390
E74395,1000001,30,2014-09-01 05:47:50,270
B75562,1000001,30,2014-09-01 05:47:51,200
C60244,1000001,30,2014-09-01 05:47:54,300
E77862,1000001,30,2014-09-01 05:47:55,290
A76626,1000001,30,2014-09-01 05:47:55,300
B60351,1000001,30,2014-09-01 05:47:59,370
A76310,1000001,30,2014-09-01 05:48:00,270
D25768,1000001,30,2014-09-01 05:48:01,550
D60202,1000001,30,2014-09-01 05:48:02,350
E46324,1000001,30,2014-09-01 05:48:03,100
C78718,1000001,30,2014-09-01 05:48:03,70
C68226,1000001,30,2014-09-01 05:48:05,340
D49977,1000001,30,2014-09-01 05:48:06,260
D77285,1000001,30,2014-09-01 05:48:07,270
B20511,1000001,30,2014-09-01 05:48:08,140
D60328,1000001,30,2014-09-01 05:48:08,350
B79506,1000001,30,2014-09-01 05:48:56,100
D58375,1000001,30,2014-09-01 05:48:56,400
B79676,1000001,30,2014-09-01 05:48:56,250
B78058,1000001,30,2014-09-01 05:48:57,210
E79586,1000001,30,2014-09-01 05:48:57,420
C48415,1000001,30,2014-09-01 05:48:58,370
E76909,1000001,30,2014-09-01 05:48:58,350
D70346,1000001,30,2014-09-01 05:48:59,100
D68332,1000001,30,2014-09-01 05:48:59,270
A70644,1000001,30,2014-09-01 05:49:00,60
E45700,1000001,30,2014-09-01 05:49:01,270
E51241,1000001,30,2014-09-01 05:49:01,300
D75816,1000001,30,2014-09-01 05:49:01,270
D76713,1000001,30,2014-09-01 05:49:01,300
D53613,1000001,30,2014-09-01 05:49:03,320
C60614,1000001,30,2014-09-01 05:49:03,290
D58255,1000001,30,2014-09-01 05:49:04,350
E56786,1000001,30,2014-09-01 05:49:04,400
B68125,1000001,30,2014-09-01 05:49:05,200
E77254,1000001,30,2014-09-01 05:49:05,350
A59273,1000001,30,2014-09-01 05:49:05,400
D70346,1000001,30,2014-09-01 05:49:06,290
C74957,1000001,30,2014-09-01 05:49:06,220
C51142,1000001,30,2014-09-01 05:49:06,350
A72423,1000001,30,2014-09-01 05:49:06,440
A37205,1000001,30,2014-09-01 05:49:06,420
E48873,1000001,30,2014-09-01 05:49:06,60
E76901,1000001,30,2014-09-01 05:49:07,250
D60328,1000001,30,2014-09-01 05:49:07,100
B76725,1000001,30,2014-09-01 05:49:07,320
C60878,1000001,30,2014-09-01 05:49:08,340
D61446,1000001,30,2014-09-01 05:49:08,200
D75629,1000001,30,2014-09-01 05:49:08,70
A66902,1000001,30,2014-09-01 05:49:08,160
E47598,1000001,30,2014-09-01 05:49:08,450
D64400,1000001,30,2014-09-01 05:49:08,150
E62582,1000001,30,2014-09-01 05:49:08,100
A66902,1000001,30,2014-09-01 05:49:08,250
D25768,1000001,30,2014-09-01 05:49:09,100
D77869,1000001,30,2014-09-01 05:49:09,340
A71796,1000001,30,2014-09-01 05:49:09,200
A37341,1000001,30,2014-09-01 05:49:09,270
A74650,1000001,30,2014-09-01 05:49:09,400
D36103,1000001,30,2014-09-01 05:49:09,130
A36230,1000001,30,2014-09-01 05:49:10,120
C71535,1000001,30,2014-09-01 05:49:11,250
A36071,1000001,30,2014-09-01 05:49:12,100
B79719,1000001,30,2014-09-01 05:49:12,270
B68125,1000001,30,2014-09-01 05:49:13,100
E72387,1000001,30,2014-09-01 05:49:13,350
C52679,1000001,30,2014-09-01 05:49:13,260
E54664,1000001,30,2014-09-01 05:49:13,450
D60171,1000001,30,2014-09-01 05:49:15,200
E75773,1000001,30,2014-09-01 05:49:15,200
D49977,1000001,30,2014-09-01 05:49:16,100
E63422,1000001,30,2014-09-01 05:49:18,290
D51515,1000001,30,2014-09-01 05:49:21,290
B77412,1000001,30,2014-09-01 05:49:22,280
A36230,1000001,30,2014-09-01 05:49:22,70
B79598,1000001,30,2014-09-01 05:49:23,360
A71905,1000001,30,2014-09-01 05:49:23,140
D66393,1000001,30,2014-09-01 05:49:24,350
E69358,1000001,30,2014-09-01 05:49:26,440
A55306,1000001,30,2014-09-01 05:49:26,200
A76281,1000001,30,2014-09-01 05:49:29,230
A65007,1000001,30,2014-09-01 05:49:30,370
B68125,1000001,30,2014-09-01 05:50:12,270
D76236,1000001,30,2014-09-01 05:50:13,400
C73537,1000001,30,2014-09-01 05:50:14,300
A72705,1000001,30,2014-09-01 05:50:15,470
C35770,1000001,30,2014-09-01 05:50:17,290
E48721,1000001,30,2014-09-01 05:50:17,250
D66393,1000001,30,2014-09-01 05:50:18,200
E75773,1000001,30,2014-09-01 05:50:19,120
C52910,1000001,30,2014-09-01 05:50:19,420
D73606,1000001,30,2014-09-01 05:50:20,100
B60586,1000001,30,2014-09-01 05:50:20,300
A63702,1000001,30,2014-09-01 05:50:21,70
E71437,1000001,30,2014-09-01 05:50:21,250
B69301,1000001,30,2014-09-01 05:50:22,130
D58196,1000001,30,2014-09-01 05:50:22,350
E44491,1000001,30,2014-09-01 05:50:23,400
C76433,1000001,30,2014-09-01 05:50:23,100
C72662,1000001,30,2014-09-01 05:50:24,250
A72705,1000001,30,2014-09-01 05:50:25,320
C79291,1000001,30,2014-09-01 05:50:25,70
C28723,1000001,30,2014-09-01 05:50:26,320
D78344,1000001,30,2014-09-01 05:50:27,120
A62703,1000001,30,2014-09-01 05:50:27,290
D72694,1000001,30,2014-09-01 05:50:28,350
B68634,1000001,30,2014-09-01 05:50:28,300
E79606,1000001,30,2014-09-01 05:50:29,200
B78399,1000001,30,2014-09-01 05:50:29,60
C78672,1000001,30,2014-09-01 05:50:29,300
D71997,1000001,30,2014-09-01 05:50:29,340
D71589,1000001,30,2014-09-01 05:50:30,270
D46973,1000001,30,2014-09-01 05:50:30,170
A69178,1000001,30,2014-09-01 05:50:31,70
C78984,1000001,30,2014-09-01 05:50:31,300
D51515,1000001,30,2014-09-01 05:50:31,100
E71053,1000001,30,2014-09-01 05:50:32,220
D46973,1000001,30,2014-09-01 05:50:32,300
A63702,1000001,30,2014-09-01 05:50:32,100
A69765,1000001,30,2014-09-01 05:50:32,250
D33409,1000001,30,2014-09-01 05:50:33,130
E76670,1000001,30,2014-09-01 05:50:33,250
B78162,1000001,30,2014-09-01 05:50:33,320
E60115,1000001,30,2014-09-01 05:50:33,280
D48303,1000001,30,2014-09-01 05:50:34,300
E64558,1000001,30,2014-09-01 05:50:34,30
B79719,1000001,30,2014-09-01 05:50:36,120
B73179,1000001,30,2014-09-01 05:50:36,450
B68393,1000001,30,2014-09-01 05:50:36,310
E54819,1000001,30,2014-09-01 05:50:36,300
B79342,1000001,30,2014-09-01 05:50:37,100
E66849,1000001,30,2014-09-01 05:50:37,160
B33132,1000001,30,2014-09-01 05:50:38,100
D72540,1000001,30,2014-09-01 05:50:38,210
B62799,1000001,30,2014-09-01 05:50:39,300
A56543,1000001,30,2014-09-01 05:50:39,70
E69488,1000001,30,2014-09-01 05:50:40,300
C78098,1000001,30,2014-09-01 05:50:40,200
E62582,1000001,30,2014-09-01 05:50:41,100
D34722,1000001,30,2014-09-01 05:50:42,420
A55412,1000001,30,2014-09-01 05:50:42,350
A36071,1000001,30,2014-09-01 05:50:44,60
D32984,1000001,30,2014-09-01 05:50:44,270
B61344,1000001,30,2014-09-01 05:50:45,480
B79070,1000001,30,2014-09-01 05:50:47,150
D79729,1000001,30,2014-09-01 05:50:48,290
E42830,1000001,30,2014-09-01 05:50:48,150
C54668,1000001,30,2014-09-01 05:50:48,350
B76725,1000001,30,2014-09-01 05:50:48,100
C52679,1000001,30,2014-09-01 05:50:50,200
D78315,1000001,30,2014-09-01 05:50:50,340
C38517,1000001,30,2014-09-01 05:50:50,200
C38517,1000001,30,2014-09-01 05:50:51,170
C71773,1000001,30,2014-09-01 05:50:52,100
E59561,1000001,30,2014-09-01 05:50:52,160
A69765,1000001,30,2014-09-01 05:50:52,150
D61844,1000001,30,2014-09-01 05:50:54,100
B74472,1000001,30,2014-09-01 05:50:54,200
A69178,1000001,30,2014-09-01 05:50:56,100
D72540,1000001,30,2014-09-01 05:51:41,30
C63723,1000001,30,2014-09-01 05:51:41,350
A77019,1000001,30,2014-09-01 05:51:44,350
E78219,1000001,30,2014-09-01 05:51:45,150
A56543,1000001,30,2014-09-01 05:51:46,100
E78219,1000001,30,2014-09-01 05:51:46,220
C63723,1000001,30,2014-09-01 05:51:47,370
D69375,1000001,30,2014-09-01 05:51:48,370
D71718,1000001,30,2014-09-01 05:51:48,270
B77389,1000001,30,2014-09-01 05:51:49,440
C64757,1000001,30,2014-09-01 05:51:49,170
D44479,1000001,30,2014-09-01 05:51:49,60
D67656,1000001,30,2014-09-01 05:51:50,270
E79606,1000001,30,2014-09-01 05:51:50,200
C38756,1000001,30,2014-09-01 05:51:52,150
D73745,1000001,30,2014-09-01 05:51:53,340
D64306,1000001,30,2014-09-01 05:51:53,450
D46973,1000001,30,2014-09-01 05:51:54,100
D70703,1000001,30,2014-09-01 05:51:54,260
C30700,1000001,30,2014-09-01 05:51:55,190
A33651,1000001,30,2014-09-01 05:51:56,50
E30397,1000001,30,2014-09-01 05:51:56,350
B73386,1000001,30,2014-09-01 05:51:56,320
B33132,1000001,30,2014-09-01 05:51:57,200
B48809,1000001,30,2014-09-01 05:51:57,270
E61976,1000001,30,2014-09-01 05:51:57,200
B77550,1000001,30,2014-09-01 05:51:57,450
B37400,1000001,30,2014-09-01 05:51:58,100
B79070,1000001,30,2014-09-01 05:51:58,200
D61844,1000001,30,2014-09-01 05:51:58,100
A53983,1000001,30,2014-09-01 05:51:58,70
C54670,1000001,30,2014-09-01 05:51:59,290
A77768,1000001,30,2014-09-01 05:51:59,350
A48447,1000001,30,2014-09-01 05:51:59,200
C64485,1000001,30,2014-09-01 05:51:59,140
B39762,1000001,30,2014-09-01 05:52:00,370
B48809,1000001,30,2014-09-01 05:52:00,340
B47207,1000001,30,2014-09-01 05:52:00,250
D72606,1000001,30,2014-09-01 05:52:01,340
A73239,1000001,30,2014-09-01 05:52:01,170
C78699,1000001,30,2014-09-01 05:52:01,310
A55649,1000001,30,2014-09-01 05:52:02,350
A52112,1000001,30,2014-09-01 05:52:03,200
C79127,1000001,30,2014-09-01 05:52:03,260
A74679,1000001,30,2014-09-01 05:52:03,290
E73471,1000001,30,2014-09-01 05:52:03,270
C79340,1000001,30,2014-09-01 05:52:04,290
D67595,1000001,30,2014-09-01 05:52:04,370
E29805,1000001,30,2014-09-01 05:52:04,100
B61990,1000001,30,2014-09-01 05:52:04,370
D75559,1000001,30,2014-09-01 05:52:05,100
B37109,1000001,30,2014-09-01 05:52:05,330
C72154,1000001,30,2014-09-01 05:52:05,350
A70465,1000001,30,2014-09-01 05:52:06,250
D70252,1000001,30,2014-09-01 05:52:06,290
A72623,1000001,30,2014-09-01 05:52:06,300
A71697,1000001,30,2014-09-01 05:52:07,250
C53690,1000001,30,2014-09-01 05:52:08,310
C52910,1000001,30,2014-09-01 05:52:08,350
C54670,1000001,30,2014-09-01 05:52:08,550
C76740,1000001,30,2014-09-01 05:52:08,260
D79526,1000001,30,2014-09-01 05:52:08,170
E65136,1000001,30,2014-09-01 05:52:10,340
D57956,1000001,30,2014-09-01 05:52:11,350
A77180,1000001,30,2014-09-01 05:52:11,170
B47208,1000001,30,2014-09-01 05:52:13,360
E29805,1000001,30,2014-09-01 05:52:13,300
D67026,1000001,30,2014-09-01 05:52:13,100
E65136,1000001,30,2014-09-01 05:52:14,340
A78721,1000001,30,2014-09-01 05:52:15,150
E77630,1000001,30,2014-09-01 05:52:16,60
A58958,1000001,30,2014-09-01 05:52:17,450
B37400,1000001,30,2014-09-01 05:52:17,140
D77626,1000001,30,2014-09-01 05:53:00,370
C45092,1000001,30,2014-09-01 05:53:01,130
E71664,1000001,30,2014-09-01 05:53:04,250
C42199,1000001,30,2014-09-01 05:53:05,360
B69674,1000001,30,2014-09-01 05:53:08,300
D65346,1000001,30,2014-09-01 05:53:08,370
D47329,1000001,30,2014-09-01 05:53:10,350
C47462,1000001,30,2014-09-01 05:53:10,370
C76737,1000001,30,2014-09-01 05:53:11,100
A38855,1000001,30,2014-09-01 05:53:12,100
C78878,1000001,30,2014-09-01 05:53:14,300
A53983,1000001,30,2014-09-01 05:53:14,30
C38756,1000001,30,2014-09-01 05:53:15,120
C43028,1000001,30,2014-09-01 05:53:16,350
D77977,1000001,30,2014-09-01 05:53:16,390
A49797,1000001,30,2014-09-01 05:53:17,150
D79383,1000001,30,2014-09-01 05:53:17,150
A61595,1000001,30,2014-09-01 05:53:18,100
A75016,1000001,30,2014-09-01 05:53:20,350
C51440,1000001,30,2014-09-01 05:53:20,170
C75352,1000001,30,2014-09-01 05:53:20,370
D54325,1000001,30,2014-09-01 05:53:20,300
B31524,1000001,30,2014-09-01 05:53:22,140
E54575,1000001,30,2014-09-01 05:53:22,400
D27206,1000001,30,2014-09-01 05:53:23,350
C48391,1000001,30,2014-09-01 05:53:24,300
E73529,1000001,30,2014-09-01 05:53:24,370
B76960,1000001,30,2014-09-01 05:53:24,450
E78393,1000001,30,2014-09-01 05:53:24,290
E72739,1000001,30,2014-09-01 05:53:24,300
A72851,1000001,30,2014-09-01 05:53:25,290
C74659,1000001,30,2014-09-01 05:53:25,220
A34313,1000001,30,2014-09-01 05:53:25,170
A62292,1000001,30,2014-09-01 05:53:25,290
A47102,1000001,30,2014-09-01 05:53:25,100
C47462,1000001,30,2014-09-01 05:53:26,440
B40405,1000001,30,2014-09-01 05:53:26,350
D58683,1000001,30,2014-09-01 05:53:26,340
E61976,1000001,30,2014-09-01 05:53:26,100
D78768,1000001,30,2014-09-01 05:53:26,100
C53492,1000001,30,2014-09-01 05:53:27,320
C67240,1000001,30,2014-09-01 05:53:27,150
C79585,1000001,30,2014-09-01 05:53:28,350
D72511,1000001,30,2014-09-01 05:53:30,100
D54325,1000001,30,2014-09-01 05:53:32,100
C74501,1000001,30,2014-09-01 05:53:32,350
B59928,1000001,30,2014-09-01 05:53:32,350
C30700,1000001,30,2014-09-01 05:53:35,100
E73471,1000001,30,2014-09-01 05:53:36,300
C74501,1000001,30,2014-09-01 05:53:37,100
D47329,1000001,30,2014-09-01 05:53:38,100
A76233,1000001,30,2014-09-01 05:53:39,350
D36713,1000001,30,2014-09-01 05:53:40,220
D70656,1000001,30,2014-09-01 05:53:42,260
E57266,1000001,30,2014-09-01 05:53:42,150
B53865,1000001,30,2014-09-01 05:53:43,150
B68174,1000001,30,2014-09-01 05:54:25,450
D30478,1000001,30,2014-09-01 05:54:27,350
D53795,1000001,30,2014-09-01 05:54:28,100
D79574,1000001,30,2014-09-01 05:54:29,250
C61246,1000001,30,2014-09-01 05:54:29,60
A47102,1000001,30,2014-09-01 05:54:29,100
C73254,1000001,30,2014-09-01 05:54:29,300
E64558,1000001,30,2014-09-01 05:54:31,60
C79050,1000001,30,2014-09-01 05:54:31,420
A77180,1000001,30,2014-09-01 05:54:31,30
A71770,1000001,30,2014-09-01 05:54:31,100
A60687,1000001,30,2014-09-01 05:54:34,350
C78256,1000001,30,2014-09-01 05:54:35,100
C71297,1000001,30,2014-09-01 05:54:38,520
E68903,1000001,30,2014-09-01 05:54:38,30
D49798,1000001,30,2014-09-01 05:54:38,510
A65970,1000001,30,2014-09-01 05:54:39,100
A40950,1000001,30,2014-09-01 05:54:39,100
B78352,1000001,30,2014-09-01 05:54:39,400
C72748,1000001,30,2014-09-01 05:54:39,140
C77573,1000001,30,2014-09-01 05:54:40,160
B71307,1000001,30,2014-09-01 05:54:40,100
A68126,1000001,30,2014-09-01 05:54:41,460
D58938,1000001,30,2014-09-01 05:54:41,100
D51202,1000001,30,2014-09-01 05:54:42,150
A76861,1000001,30,2014-09-01 05:54:42,100
