fromaccount,toaccount,syscode,timestamp,amount
A26063,1000038,34,2014-09-01 05:38:51,300
B46281,1000038,34,2014-09-01 05:39:55,240
A57715,1000038,34,2014-09-01 05:39:57,470
B79632,1000038,34,2014-09-01 05:40:38,270
D79658,1000038,34,2014-09-01 05:40:40,600
C74392,1000038,34,2014-09-01 05:43:55,140
E75197,1000038,34,2014-09-01 05:44:00,400
A56308,1000038,34,2014-09-01 05:47:49,240
A45971,1000038,34,2014-09-01 05:47:57,170
B62145,1000038,34,2014-09-01 05:47:59,270
E39144,1000038,34,2014-09-01 05:48:02,240
A58475,1000038,34,2014-09-01 05:48:57,240
B78550,1000038,34,2014-09-01 05:48:57,170
A79379,1000038,34,2014-09-01 05:49:02,240
E63293,1000038,34,2014-09-01 05:49:03,240
C23324,1000038,34,2014-09-01 05:49:05,270
E61355,1000038,34,2014-09-01 05:49:05,140
A45971,1000038,34,2014-09-01 05:49:07,100
B35285,1000038,34,2014-09-01 05:49:07,170
C31090,1000038,34,2014-09-01 05:49:07,240
B78550,1000038,34,2014-09-01 05:49:08,100
C67156,1000038,34,2014-09-01 05:49:09,170
C73201,1000038,34,2014-09-01 05:49:10,170
A60019,1000038,34,2014-09-01 05:49:11,70
B77475,1000038,34,2014-09-01 05:49:12,270
A71760,1000038,34,2014-09-01 05:49:12,170
E71220,1000038,34,2014-09-01 05:49:12,240
A69575,1000038,34,2014-09-01 05:49:14,270
C74038,1000038,34,2014-09-01 05:49:20,170
C23740,1000038,34,2014-09-01 05:49:21,270
A36397,1000038,34,2014-09-01 05:49:22,270
E76441,1000038,34,2014-09-01 05:49:22,70
A30759,1000038,34,2014-09-01 05:50:16,240
B50412,1000038,34,2014-09-01 05:50:19,170
E69966,1000038,34,2014-09-01 05:50:20,240
B77576,1000038,34,2014-09-01 05:50:25,240
B65254,1000038,34,2014-09-01 05:50:26,500
D72035,1000038,34,2014-09-01 05:50:27,170
B67460,1000038,34,2014-09-01 05:50:28,270
A53770,1000038,34,2014-09-01 05:50:31,70
A41528,1000038,34,2014-09-01 05:50:35,270
B75408,1000038,34,2014-09-01 05:50:36,240
E67326,1000038,34,2014-09-01 05:50:40,370
B77576,1000038,34,2014-09-01 05:50:41,240
B36322,1000038,34,2014-09-01 05:50:45,400
B50122,1000038,34,2014-09-01 05:50:45,170
D28064,1000038,34,2014-09-01 05:50:47,300
