fromaccount,toaccount,syscode,timestamp,amount
D77319,1000011,30,2014-09-01 05:46:45,300
E60978,1000011,30,2014-09-01 05:46:49,280
E77232,1000011,30,2014-09-01 05:46:49,550
D77926,1000011,30,2014-09-01 05:46:54,900
B35357,1000011,30,2014-09-01 05:47:02,400
D61571,1000011,30,2014-09-01 05:47:47,400
E45284,1000011,30,2014-09-01 05:47:49,300
D77319,1000011,30,2014-09-01 05:47:49,1100
E25139,1000011,30,2014-09-01 05:47:51,450
B70887,1000011,30,2014-09-01 05:47:52,740
E60978,1000011,30,2014-09-01 05:47:53,300
E69425,1000011,30,2014-09-01 05:47:54,650
D55642,1000011,30,2014-09-01 05:47:54,550
C76419,1000011,30,2014-09-01 05:47:55,250
C67834,1000011,30,2014-09-01 05:47:55,400
A44039,1000011,30,2014-09-01 05:47:55,730
B21090,1000011,30,2014-09-01 05:47:55,250
A54269,1000011,30,2014-09-01 05:47:56,500
B21090,1000011,30,2014-09-01 05:47:56,150
B55814,1000011,30,2014-09-01 05:47:58,250
E60978,1000011,30,2014-09-01 05:48:00,150
E53837,1000011,30,2014-09-01 05:48:00,250
B55814,1000011,30,2014-09-01 05:48:01,250
D52294,1000011,30,2014-09-01 05:48:01,800
E75724,1000011,30,2014-09-01 05:48:01,400
E51709,1000011,30,2014-09-01 05:48:02,400
E53837,1000011,30,2014-09-01 05:48:02,150
A64125,1000011,30,2014-09-01 05:48:02,900
B49468,1000011,30,2014-09-01 05:48:03,300
C76419,1000011,30,2014-09-01 05:48:03,150
D55841,1000011,30,2014-09-01 05:48:04,600
C78672,1000011,30,2014-09-01 05:48:51,500
E46195,1000011,30,2014-09-01 05:48:55,500
E45284,1000011,30,2014-09-01 05:48:56,520
B63153,1000011,30,2014-09-01 05:49:02,500
D78381,1000011,30,2014-09-01 05:49:02,400
B75024,1000011,30,2014-09-01 05:49:02,250
A78950,1000011,30,2014-09-01 05:49:03,550
E76290,1000011,30,2014-09-01 05:49:04,400
A76360,1000011,30,2014-09-01 05:49:06,350
E77005,1000011,30,2014-09-01 05:49:06,400
A62371,1000011,30,2014-09-01 05:49:06,50
D65294,1000011,30,2014-09-01 05:49:06,250
B75160,1000011,30,2014-09-01 05:49:07,400
C78672,1000011,30,2014-09-01 05:49:08,400
D79474,1000011,30,2014-09-01 05:49:10,500
C78364,1000011,30,2014-09-01 05:49:10,250
A77525,1000011,30,2014-09-01 05:49:11,250
A62371,1000011,30,2014-09-01 05:49:11,400
C43650,1000011,30,2014-09-01 05:49:11,300
C39552,1000011,30,2014-09-01 05:49:11,400
