fromaccount,toaccount,syscode,timestamp,amount
B55019,1000040,34,2014-09-01 10:40:40,700
E78219,1000040,34,2014-09-01 10:40:47,400
E79606,1000040,34,2014-09-01 10:40:49,1500
E44491,1000040,34,2014-09-01 10:40:54,1100
B48637,1000040,34,2014-09-01 10:41:00,850
B48637,1000040,34,2014-09-01 10:41:50,950
C70460,1000040,34,2014-09-01 10:41:51,650
C76893,1000040,34,2014-09-01 10:41:52,1400
E77514,1000040,34,2014-09-01 10:41:53,1200
E75588,1000040,34,2014-09-01 10:41:56,800
B78988,1000040,34,2014-09-01 10:42:01,1100
D73583,1000040,34,2014-09-01 10:42:02,1200
C39126,1000040,34,2014-09-01 10:42:03,2200
D78542,1000040,34,2014-09-01 10:42:10,1250
E77854,1000040,34,2014-09-01 10:43:04,1200
C46668,1000040,34,2014-09-01 10:43:07,1050
E42064,1000040,34,2014-09-01 10:43:10,1100
E70877,1000040,34,2014-09-01 10:43:11,1000
D46913,1000040,34,2014-09-01 10:43:12,1000
D71487,1000040,34,2014-09-01 10:43:15,1100
E75588,1000040,34,2014-09-01 10:43:18,450
E74723,1000040,34,2014-09-01 10:43:22,950
B70615,1000040,34,2014-09-01 10:43:27,1300
C48209,1000040,34,2014-09-01 10:44:11,1550
E62470,1000040,34,2014-09-01 10:44:12,1550
C50808,1000040,34,2014-09-01 10:44:13,1000
B64077,1000040,34,2014-09-01 10:44:13,1500
B79728,1000040,34,2014-09-01 10:44:23,1450
C57918,1000040,34,2014-09-01 10:44:25,250
C57918,1000040,34,2014-09-01 10:44:28,800
E53978,1000040,34,2014-09-01 10:44:29,850
A67757,1000040,34,2014-09-01 10:44:29,1000
B71509,1000040,34,2014-09-01 10:44:29,950
A76354,1000040,34,2014-09-01 10:45:18,900
C25784,1000040,34,2014-09-01 10:45:21,1000
A48398,1000040,34,2014-09-01 10:45:34,950
A76354,1000040,34,2014-09-01 10:46:25,1250
A76868,1000040,34,2014-09-01 10:46:31,950
C53882,1000040,34,2014-09-01 10:46:34,350
D25774,1000040,34,2014-09-01 10:46:36,700
E60122,1000040,34,2014-09-01 10:46:37,1050
E64977,1000040,34,2014-09-01 10:46:37,750
B34811,1000040,34,2014-09-01 10:47:32,1400
B73994,1000040,34,2014-09-01 10:47:34,950
A70985,1000040,34,2014-09-01 10:47:38,750
D78168,1000040,34,2014-09-01 10:47:40,900
C48791,1000040,34,2014-09-01 10:47:50,1300
D46496,1000040,34,2014-09-01 10:48:33,950
D75858,1000040,34,2014-09-01 10:48:33,850
A57125,1000040,34,2014-09-01 10:48:34,1550
C76926,1000040,34,2014-09-01 10:48:55,950
D56958,1000040,34,2014-09-01 10:49:01,850
D77078,1000040,34,2014-09-01 10:49:50,1350
E75524,1000040,34,2014-09-01 10:49:50,800
D62444,1000040,34,2014-09-01 10:49:55,400
C63691,1000040,34,2014-09-01 10:50:00,750
D17844,1000040,34,2014-09-01 10:50:02,1350
D46110,1000040,34,2014-09-01 10:50:15,1400
D63960,1000040,34,2014-09-01 10:50:17,1050
E67054,1000040,34,2014-09-01 10:50:18,750
E71120,1000040,34,2014-09-01 10:50:22,800
E54498,1000040,34,2014-09-01 10:50:23,950
B62997,1000040,34,2014-09-01 10:50:23,850
