fromaccount,toaccount,syscode,timestamp,amount
E77232,1000007,30,2014-09-01 05:48:58,430
E77657,1000007,30,2014-09-01 05:49:01,250
C59697,1000007,30,2014-09-01 05:49:06,630
B77162,1000007,30,2014-09-01 05:49:07,580
B64099,1000007,30,2014-09-01 05:49:11,400
E78219,1000007,30,2014-09-01 05:49:13,100
A76626,1000007,30,2014-09-01 05:49:14,350
D47218,1000007,30,2014-09-01 05:49:14,280
E46324,1000007,30,2014-09-01 05:49:16,250
C79291,1000007,30,2014-09-01 05:49:19,600
A71796,1000007,30,2014-09-01 05:49:23,150
A37205,1000007,30,2014-09-01 05:50:24,600
A54269,1000007,30,2014-09-01 05:50:27,250
D65294,1000007,30,2014-09-01 05:50:27,150
B47675,1000007,30,2014-09-01 05:50:28,250
B20511,1000007,30,2014-09-01 05:50:29,350
C78364,1000007,30,2014-09-01 05:50:30,250
D25229,1000007,30,2014-09-01 05:50:30,850
D73058,1000007,30,2014-09-01 05:50:30,650
D60539,1000007,30,2014-09-01 05:50:32,450
B67678,1000007,30,2014-09-01 05:50:35,250
D36103,1000007,30,2014-09-01 05:50:38,200
D60171,1000007,30,2014-09-01 05:50:38,500
A72832,1000007,30,2014-09-01 05:50:39,490
A69422,1000007,30,2014-09-01 05:50:40,600
D48964,1000007,30,2014-09-01 05:50:40,1300
E54575,1000007,30,2014-09-01 05:50:41,320
C34448,1000007,30,2014-09-01 05:50:42,350
A75251,1000007,30,2014-09-01 05:50:46,600
D75527,1000007,30,2014-09-01 05:50:47,400
E59304,1000007,30,2014-09-01 05:51:38,250
E73666,1000007,30,2014-09-01 05:51:42,150
D78168,1000007,30,2014-09-01 05:51:42,650
E77113,1000007,30,2014-09-01 05:51:51,650
E77385,1000007,30,2014-09-01 05:51:52,400
B77805,1000007,30,2014-09-01 05:51:52,150
C34522,1000007,30,2014-09-01 05:51:53,400
E73666,1000007,30,2014-09-01 05:51:54,450
D48303,1000007,30,2014-09-01 05:51:55,250
D49453,1000007,30,2014-09-01 05:51:56,250
B68634,1000007,30,2014-09-01 05:51:56,150
B57591,1000007,30,2014-09-01 05:51:58,250
E77254,1000007,30,2014-09-01 05:51:58,150
E62515,1000007,30,2014-09-01 05:52:00,600
B77805,1000007,30,2014-09-01 05:52:01,100
B39787,1000007,30,2014-09-01 05:52:02,650
D76346,1000007,30,2014-09-01 05:52:03,100
C71773,1000007,30,2014-09-01 05:52:03,280
E73666,1000007,30,2014-09-01 05:52:03,50
D58327,1000007,30,2014-09-01 05:52:04,590
A74679,1000007,30,2014-09-01 05:53:08,150
E68000,1000007,30,2014-09-01 05:53:09,580
B71967,1000007,30,2014-09-01 05:53:14,780
D75041,1000007,30,2014-09-01 05:53:14,150
D34566,1000007,30,2014-09-01 05:53:15,600
E77854,1000007,30,2014-09-01 05:53:15,400
B31524,1000007,30,2014-09-01 05:53:20,400
A78721,1000007,30,2014-09-01 05:53:21,600
C46247,1000007,30,2014-09-01 05:53:21,150
E73896,1000007,30,2014-09-01 05:53:22,680
D46255,1000007,30,2014-09-01 05:53:24,950
C70671,1000007,30,2014-09-01 05:53:26,680
B49225,1000007,30,2014-09-01 05:53:26,980
D76504,1000007,30,2014-09-01 05:53:27,400
C38756,1000007,30,2014-09-01 05:53:29,250
C39126,1000007,30,2014-09-01 05:53:30,400
D77367,1000007,30,2014-09-01 05:53:32,450
A78966,1000007,30,2014-09-01 05:53:33,250
A78950,1000007,30,2014-09-01 05:53:41,250
C55926,1000007,30,2014-09-01 05:54:25,500
C41467,1000007,30,2014-09-01 05:54:31,350
B77589,1000007,30,2014-09-01 05:54:32,380
A77201,1000007,30,2014-09-01 05:54:33,980
C38424,1000007,30,2014-09-01 05:54:33,550
D78325,1000007,30,2014-09-01 05:54:34,400
E78560,1000007,30,2014-09-01 05:54:37,900
B79512,1000007,30,2014-09-01 05:54:41,700
C41467,1000007,30,2014-09-01 05:54:41,350
B75498,1000007,30,2014-09-01 05:54:41,900
D72424,1000007,30,2014-09-01 05:54:43,450
C38424,1000007,30,2014-09-01 05:54:46,100
C73254,1000007,30,2014-09-01 05:54:47,150
A50899,1000007,30,2014-09-01 05:54:48,500
B46747,1000007,30,2014-09-01 05:55:44,150
D67033,1000007,30,2014-09-01 05:55:47,350
A63252,1000007,30,2014-09-01 05:55:49,680
C39343,1000007,30,2014-09-01 05:55:50,450
E56157,1000007,30,2014-09-01 05:55:53,150
C69707,1000007,30,2014-09-01 05:55:55,250
C43927,1000007,30,2014-09-01 05:55:57,100
A53715,1000007,30,2014-09-01 05:55:58,400
A33452,1000007,30,2014-09-01 05:56:00,700
C72748,1000007,30,2014-09-01 05:56:56,280
D58375,1000007,30,2014-09-01 05:56:57,250
B64099,1000007,30,2014-09-01 05:57:02,150
B74250,1000007,30,2014-09-01 05:57:03,250
B60367,1000007,30,2014-09-01 05:57:05,150
B70764,1000007,30,2014-09-01 05:57:05,150
A54269,1000007,30,2014-09-01 05:57:05,350
E25139,1000007,30,2014-09-01 05:57:05,450
B77382,1000007,30,2014-09-01 05:57:18,300
A53114,1000007,30,2014-09-01 05:58:20,150
B57096,1000007,30,2014-09-01 05:58:23,150
A61082,1000007,30,2014-09-01 05:59:15,100
C66992,1000007,30,2014-09-01 05:59:25,250
B73763,1000007,30,2014-09-01 05:59:26,650
C78166,1000007,30,2014-09-01 05:59:27,100
A59273,1000007,30,2014-09-01 06:00:21,150
C39126,1000007,30,2014-09-01 06:00:24,400
A26312,1000007,30,2014-09-01 06:00:28,150
A49188,1000007,30,2014-09-01 06:00:33,250
D46255,1000007,30,2014-09-01 06:00:34,100
