fromaccount,toaccount,syscode,timestamp,amount
B53873,1000029,34,2014-09-01 05:25:38,600
B53873,1000029,34,2014-09-01 05:25:38,150
A53770,1000029,34,2014-09-01 05:35:40,600
D68839,1000029,34,2014-09-01 05:37:51,380
D68839,1000029,34,2014-09-01 05:37:56,370
C74845,1000029,34,2014-09-01 05:39:45,200
A63652,1000029,34,2014-09-01 05:40:39,150
B69364,1000029,34,2014-09-01 05:40:54,250
D76618,1000029,34,2014-09-01 05:41:40,250
E73943,1000029,34,2014-09-01 05:41:43,250
D62490,1000029,34,2014-09-01 05:41:51,150
E77528,1000029,34,2014-09-01 05:41:54,200
E28285,1000029,34,2014-09-01 05:42:48,300
D62549,1000029,34,2014-09-01 05:42:54,600
E73943,1000029,34,2014-09-01 05:42:55,150
C59163,1000029,34,2014-09-01 05:42:57,450
A75296,1000029,34,2014-09-01 05:43:00,250
E68587,1000029,34,2014-09-01 05:45:01,150
E68587,1000029,34,2014-09-01 05:45:48,150
C68329,1000029,34,2014-09-01 05:46:00,150
A48466,1000029,34,2014-09-01 05:46:49,600
A60943,1000029,34,2014-09-01 05:46:51,150
D76983,1000029,34,2014-09-01 05:46:58,550
A21183,1000029,34,2014-09-01 05:47:44,250
A37611,1000029,34,2014-09-01 05:47:55,400
E74715,1000029,34,2014-09-01 05:47:57,450
A37611,1000029,34,2014-09-01 05:48:54,550
B77834,1000029,34,2014-09-01 05:49:03,200
B77834,1000029,34,2014-09-01 05:49:05,150
B31299,1000029,34,2014-09-01 05:49:05,150
E77971,1000029,34,2014-09-01 05:49:05,600
E77325,1000029,34,2014-09-01 05:49:09,200
E77325,1000029,34,2014-09-01 05:49:17,250
E78238,1000029,34,2014-09-01 05:49:19,250
E61986,1000029,34,2014-09-01 05:49:20,450
E61986,1000029,34,2014-09-01 05:49:26,150
C67232,1000029,34,2014-09-01 05:50:13,450
A76160,1000029,34,2014-09-01 05:50:16,400
B15342,1000029,34,2014-09-01 05:50:20,450
B61176,1000029,34,2014-09-01 05:50:21,350
B31299,1000029,34,2014-09-01 05:50:28,150
C59957,1000029,34,2014-09-01 05:50:31,450
D71157,1000029,34,2014-09-01 05:50:33,600
A32604,1000029,34,2014-09-01 05:50:35,300
B40268,1000029,34,2014-09-01 05:50:35,250
B62997,1000029,34,2014-09-01 05:50:36,150
E70474,1000029,34,2014-09-01 05:50:36,200
C58936,1000029,34,2014-09-01 05:50:36,200
E60693,1000029,34,2014-09-01 05:50:38,250
D71157,1000029,34,2014-09-01 05:50:39,200
E39458,1000029,34,2014-09-01 05:50:39,400
E56119,1000029,34,2014-09-01 05:50:43,550
A19359,1000029,34,2014-09-01 05:50:43,600
B40268,1000029,34,2014-09-01 05:50:46,150
C74977,1000029,34,2014-09-01 05:50:46,350
D78016,1000029,34,2014-09-01 05:50:47,600
A45222,1000029,34,2014-09-01 05:50:49,400
B77629,1000029,34,2014-09-01 05:50:50,400
C50324,1000029,34,2014-09-01 05:50:50,550
B79343,1000029,34,2014-09-01 05:51:48,150
A69251,1000029,34,2014-09-01 05:51:49,450
A66496,1000029,34,2014-09-01 05:51:50,250
E68343,1000029,34,2014-09-01 05:51:53,270
B36606,1000029,34,2014-09-01 05:51:54,600
B70745,1000029,34,2014-09-01 05:51:57,270
E77528,1000029,34,2014-09-01 05:51:58,300
A63069,1000029,34,2014-09-01 05:51:58,150
D56943,1000029,34,2014-09-01 05:52:06,150
E76270,1000029,34,2014-09-01 05:52:06,300
B53357,1000029,34,2014-09-01 05:52:06,600
D70473,1000029,34,2014-09-01 05:52:12,400
A73071,1000029,34,2014-09-01 05:52:15,320
C72611,1000029,34,2014-09-01 05:52:17,600
D78279,1000029,34,2014-09-01 05:53:01,600
A46179,1000029,34,2014-09-01 05:53:08,400
E45835,1000029,34,2014-09-01 05:53:10,250
C59012,1000029,34,2014-09-01 05:53:11,250
B29106,1000029,34,2014-09-01 05:53:13,600
D78279,1000029,34,2014-09-01 05:53:16,150
E76766,1000029,34,2014-09-01 05:53:17,550
A74369,1000029,34,2014-09-01 05:53:18,200
A74369,1000029,34,2014-09-01 05:53:21,500
E45835,1000029,34,2014-09-01 05:53:21,150
A78543,1000029,34,2014-09-01 05:53:24,240
C59012,1000029,34,2014-09-01 05:53:27,150
B70095,1000029,34,2014-09-01 05:53:42,250
D65030,1000029,34,2014-09-01 05:54:30,550
E73873,1000029,34,2014-09-01 05:54:32,1150
A63069,1000029,34,2014-09-01 05:54:34,220
A63069,1000029,34,2014-09-01 05:54:36,200
C77092,1000029,34,2014-09-01 05:54:52,670
E73873,1000029,34,2014-09-01 05:54:54,200
D25288,1000029,34,2014-09-01 05:55:45,200
B74893,1000029,34,2014-09-01 05:55:47,600
D79301,1000029,34,2014-09-01 05:55:48,550
E65269,1000029,34,2014-09-01 05:55:49,150
A67477,1000029,34,2014-09-01 05:55:54,150
E62583,1000029,34,2014-09-01 05:55:55,600
D25288,1000029,34,2014-09-01 05:55:59,250
E48234,1000029,34,2014-09-01 05:56:04,600
A77991,1000029,34,2014-09-01 05:56:57,250
E46025,1000029,34,2014-09-01 05:56:58,450
D64904,1000029,34,2014-09-01 05:57:00,250
A76396,1000029,34,2014-09-01 05:57:01,250
E46025,1000029,34,2014-09-01 05:57:06,100
A60925,1000029,34,2014-09-01 05:57:09,250
