fromaccount,toaccount,syscode,timestamp,amount
E27847,1000101,31,2014-09-01 08:19:23,400
D64370,1000101,31,2014-09-01 08:19:30,400
B76075,1000101,31,2014-09-01 08:19:34,400
E65210,1000101,31,2014-09-01 08:25:02,400
A66292,1000101,31,2014-09-01 09:15:01,400
E70817,1000101,31,2014-09-01 09:15:55,400
B73081,1000101,31,2014-09-01 09:15:57,400
C72931,1000101,31,2014-09-01 09:16:02,400
B32081,1000101,31,2014-09-01 09:16:03,400
D34336,1000101,31,2014-09-01 09:16:04,400
C24742,1000101,31,2014-09-01 09:16:05,400
A66834,1000101,31,2014-09-01 09:16:08,400
D52705,1000101,31,2014-09-01 09:16:08,400
E44323,1000101,31,2014-09-01 09:16:09,400
D32236,1000101,31,2014-09-01 09:16:13,400
A20627,1000101,31,2014-09-01 09:16:15,400
B41172,1000101,31,2014-09-01 09:16:17,400
C76111,1000101,31,2014-09-01 09:16:17,400
D78252,1000101,31,2014-09-01 09:16:17,400
A76674,1000101,31,2014-09-01 09:16:18,400
E72279,1000101,31,2014-09-01 09:16:20,400
D56742,1000101,31,2014-09-01 09:19:16,400
BD7280,1000101,31,2014-09-01 09:29:09,400
A62258,1000101,31,2014-09-01 09:29:12,400
E45488,1000101,31,2014-09-01 09:29:18,400
B35749,1000101,31,2014-09-01 09:29:22,400
E29262,1000101,31,2014-09-01 09:29:23,400
E41111,1000101,31,2014-09-01 09:29:25,400
E57605,1000101,31,2014-09-01 09:29:25,400
D78448,1000101,31,2014-09-01 09:29:27,400
E75206,1000101,31,2014-09-01 09:29:28,400
D67830,1000101,31,2014-09-01 09:29:29,400
E24638,1000101,31,2014-09-01 09:30:09,400
C64724,1000101,31,2014-09-01 09:30:11,400
E68294,1000101,31,2014-09-01 09:30:14,400
C48451,1000101,31,2014-09-01 09:30:16,400
D25735,1000101,31,2014-09-01 09:30:17,400
E70817,1000101,31,2014-09-01 09:30:19,400
D77994,1000101,31,2014-09-01 09:30:23,400
B41867,1000101,31,2014-09-01 09:30:23,400
A20627,1000101,31,2014-09-01 09:30:24,400
B42705,1000101,31,2014-09-01 09:30:26,400
E75904,1000101,31,2014-09-01 09:30:27,400
C61231,1000101,31,2014-09-01 09:30:27,400
B77455,1000101,31,2014-09-01 09:42:18,400
A50897,1000101,31,2014-09-01 09:42:29,400
A50761,1000101,31,2014-09-01 09:42:30,400
D57344,1000101,31,2014-09-01 13:41:16,400
B33011,1000101,31,2014-09-01 13:41:16,400
B35913,1000101,31,2014-09-01 13:41:16,400
D64780,1000101,31,2014-09-01 13:41:21,400
A37902,1000101,31,2014-09-01 13:41:22,400
D42269,1000101,31,2014-09-01 13:41:23,400
E63705,1000101,31,2014-09-01 13:41:24,400
D70294,1000101,31,2014-09-01 13:41:24,400
C38300,1000101,31,2014-09-01 13:41:24,400
A55237,1000101,31,2014-09-01 13:41:24,400
A23855,1000101,31,2014-09-01 13:41:25,400
C47408,1000101,31,2014-09-01 13:41:27,400
B37891,1000101,31,2014-09-01 13:41:28,400
A63438,1000101,31,2014-09-01 13:41:28,400
B78141,1000101,31,2014-09-01 13:41:34,400
E57601,1000101,31,2014-09-01 13:41:34,400
E61434,1000101,31,2014-09-01 13:41:34,400
B78456,1000101,31,2014-09-01 13:41:35,400
D74775,1000101,31,2014-09-01 16:55:09,400
A62258,1000101,31,2014-09-01 16:55:12,400
D23066,1000101,31,2014-09-01 16:55:12,400
A23855,1000101,31,2014-09-01 16:55:13,400
D67415,1000101,31,2014-09-01 16:55:14,400
A63438,1000101,31,2014-09-01 17:25:25,400
B59916,1000101,31,2014-09-01 17:25:25,400
D75330,1000101,31,2014-09-01 18:35:41,400
C43483,1000101,31,2014-09-01 18:35:43,400
E49411,1000101,31,2014-09-01 18:35:53,400
A50897,1000101,31,2014-09-01 18:35:54,400
D77784,1000101,31,2014-09-01 18:35:54,400
E71139,1000101,31,2014-09-01 21:23:04,400
D44728,1000101,31,2014-09-01 21:23:06,400
B37891,1000101,31,2014-09-01 21:23:08,400
C43483,1000101,31,2014-09-01 21:23:10,400
C61231,1000101,31,2014-09-01 21:23:11,400
A76674,1000101,31,2014-09-01 21:23:11,400
B56696,1000101,31,2014-09-01 21:23:18,400
E57576,1000101,31,2014-09-01 21:23:19,400
E45488,1000101,31,2014-09-01 21:23:19,400
D34336,1000101,31,2014-09-01 21:23:19,400
A66292,1000101,31,2014-09-01 21:23:21,400
A41250,1000101,31,2014-09-01 21:23:22,400
D41658,1000101,31,2014-09-01 21:23:22,400
E76499,1000101,31,2014-09-01 21:23:23,400
E67962,1000101,31,2014-09-01 21:24:07,400
C78460,1000101,31,2014-09-01 21:24:11,400
B53247,1000101,31,2014-09-01 21:24:21,400
A64617,1000101,31,2014-09-01 21:24:24,400
E45488,1000101,31,2014-09-02 07:19:55,400
E29262,1000101,31,2014-09-02 07:19:56,400
C70596,1000101,31,2014-09-02 07:19:57,400
E74585,1000101,31,2014-09-02 07:19:59,400
B77076,1000101,31,2014-09-02 07:20:01,400
E75206,1000101,31,2014-09-02 07:20:02,400
E24638,1000101,31,2014-09-02 07:20:02,400
BD7280,1000101,31,2014-09-02 07:20:02,400
A32119,1000101,31,2014-09-02 07:20:06,400
D21088,1000101,31,2014-09-02 07:20:08,400
D78448,1000101,31,2014-09-02 07:20:09,400
D52705,1000101,31,2014-09-02 07:20:10,400
E60949,1000101,31,2014-09-02 07:20:12,400
E46376,1000101,31,2014-09-02 07:20:13,400
D67830,1000101,31,2014-09-02 07:20:14,400
C44339,1000101,31,2014-09-02 07:20:14,400
A79498,1000101,31,2014-09-02 07:20:16,400
B76075,1000101,31,2014-09-02 08:09:01,400
C60638,1000101,31,2014-09-02 08:09:52,400
A66292,1000101,31,2014-09-02 08:09:53,400
B47739,1000101,31,2014-09-02 08:10:08,400
E63705,1000101,31,2014-09-02 09:06:19,400
D64780,1000101,31,2014-09-02 09:06:38,400
A68877,1000101,31,2014-09-02 13:50:23,400
C14891,1000101,31,2014-09-02 13:50:28,400
A74180,1000101,31,2014-09-02 13:50:28,400
E30562,1000101,31,2014-09-02 13:50:30,400
C69744,1000101,31,2014-09-02 13:50:30,400
B34043,1000101,31,2014-09-02 13:50:30,400
A74149,1000101,31,2014-09-02 13:50:32,400
A54926,1000101,31,2014-09-02 13:50:33,400
B63095,1000101,31,2014-09-02 13:50:33,400
C18470,1000101,31,2014-09-02 13:50:34,400
A20795,1000101,31,2014-09-02 13:50:35,400
B42592,1000101,31,2014-09-02 13:50:35,400
D40303,1000101,31,2014-09-02 13:50:36,400
B23157,1000101,31,2014-09-02 13:50:36,400
D42932,1000101,31,2014-09-02 13:50:36,400
B51971,1000101,31,2014-09-02 13:50:38,400
A45765,1000101,31,2014-09-02 13:50:39,400
C55391,1000101,31,2014-09-02 13:50:39,400
D27343,1000101,31,2014-09-02 13:50:40,400
A65622,1000101,31,2014-09-02 13:50:41,400
E68018,1000101,31,2014-09-02 13:50:41,400
E29262,1000101,31,2014-09-02 16:55:09,400
C14891,1000101,31,2014-09-02 16:55:17,400
B62553,1000101,31,2014-09-02 16:55:22,400
BD7280,1000101,31,2014-09-02 16:55:23,400
B59916,1000101,31,2014-09-02 16:55:27,400
A45765,1000101,31,2014-09-02 16:55:27,400
D67830,1000101,31,2014-09-02 16:55:27,400
A62258,1000101,31,2014-09-02 16:55:30,400
D78448,1000101,31,2014-09-02 16:55:32,400
B47739,1000101,31,2014-09-02 17:16:19,400
B76075,1000101,31,2014-09-02 17:16:31,400
E71287,1000101,31,2014-09-02 17:31:32,400
